Year,S&P Composite,Dividend,Earnings,CPI,Long Interest Rate,Real Price,Real Dividend,Real Earnings,Cyclically Adjusted PE Ratio
1989-03-31,292.7,10.01,24.96,122.3,9.36,653.3767628781684,22.344726328699917,55.71672019623876,15.298969108882359
1989-02-28,294.0,9.89667,24.56,121.6,9.17,660.0565953947369,22.218919407976973,55.139421710526314,15.467060462734748
1989-01-31,285.4,9.81333,24.16,121.1,9.09,643.3943534269199,22.12277894293972,54.46533839801817,15.088072442713285
1988-12-31,276.5,9.75,23.75,120.5,9.11,626.4342697095435,22.089454356846474,53.80764522821577,14.702086748571997
1988-11-30,271.0,9.64,23.4167,120.3,8.96,614.994289276808,21.876549625935162,53.14072610224438,14.445530680872885
1988-10-31,277.4,9.55,23.0733,120.2,8.8,630.0418652246256,21.690338186356072,52.4049926780366,14.811450153277725
1988-09-30,268.0,9.46,22.73,119.8,8.98,610.724574290484,21.55766594323873,51.79764766277128,14.36942877614016
1988-08-31,263.7,9.38333,22.3767,119.0,9.26,604.9654714285714,21.526699495714286,51.335346471428565,14.244946310675653
1988-07-31,269.1,9.30667,22.0233,118.5,9.06,619.9587113924051,21.44091839670886,50.73778033670886,14.608315717522098
1988-06-30,270.7,9.23,21.67,118.0,8.92,626.287390677966,21.35438720338983,50.13538144067797,14.766468647879615
1988-05-31,256.1,9.13667,20.6433,117.5,9.09,595.0303685106383,21.228411234127663,47.96325812680851,14.03189134802777
1988-04-30,262.6,9.04333,19.6167,117.1,8.72,612.2168044406491,21.083315285994875,45.733714347566185,14.433316420838944
1988-03-31,265.7,8.95,18.59,116.5,8.37,622.6343098712446,20.97319184549356,43.5633113304721,14.668946811103458
1988-02-29,258.1,8.90333,18.2267,116.0,8.21,607.431675,20.953756896465517,42.89606706982759,14.298270962469523
1988-01-31,250.5,8.85667,17.8633,115.7,8.67,591.0739109766638,20.897990319878993,42.14982273033707,13.89833668356914
1987-12-31,241.0,8.81,17.5,115.4,8.99,570.1362478336222,20.841910138648178,41.39993500866551,13.389028514426967
1987-11-30,245.0,8.76,16.9533,115.4,8.86,579.5990901213171,20.72362461005199,40.106601038994796,13.590885143189086
1987-10-31,280.2,8.71,16.4067,115.3,9.52,663.4470130095402,20.62321014744146,38.84716669644406,15.530055563627318
1987-09-30,318.7,8.66,15.86,115.0,9.42,756.5744008695651,20.558312869565214,37.650674608695645,17.675620449938226
1987-08-31,329.4,8.61333,15.38,114.4,8.76,786.0768199300697,20.55476337403846,36.70267604895105,18.326907245856344
1987-07-31,310.1,8.56667,14.9,113.8,8.45,743.9211801405975,20.551200439455187,35.74468101933216,17.306004390512225
1987-06-30,301.4,8.52,14.42,113.5,8.4,724.9612704845814,20.493264845814974,34.68461022026432,16.825207307878724
1987-05-31,289.1,8.46,14.6467,113.1,8.61,697.8352546419098,20.42091405835544,35.35449195490716,16.160311952655743
1987-04-30,289.3,8.4,14.8733,112.7,8.02,700.7965208518191,20.34804968944099,36.028886600709846,16.196534453220885
1987-03-31,292.5,8.34,15.1,112.1,7.25,712.3405664585192,20.31083871543265,36.773820695807316,16.433343976069928
1987-02-28,280.9,8.32,14.8933,111.6,7.25,687.1554005376344,20.35291182795699,36.43293530376344,15.822318142836458
1987-01-31,264.5,8.3,14.6867,111.2,7.08,649.3641501798561,20.37702248201439,36.05677302248201,14.922208103718955
1986-12-31,248.6,8.28,14.48,110.5,7.11,614.1949846153846,20.456695384615383,35.774510769230766,14.085139814743316
1986-11-30,245.1,8.26333,14.6033,110.4,7.25,606.0963342391303,20.4340025361413,36.11181802445652,13.87298559613861
1986-10-31,237.4,8.24667,14.7267,110.3,7.43,587.5875992747053,20.411293291115143,36.44998440707162,13.425918860857369
1986-09-30,238.3,8.23,14.85,110.2,7.45,590.3504074410163,20.388518058076226,36.7885167876588,13.46731431297714
1986-08-31,245.0,8.18667,14.8033,109.7,7.17,609.7149954421149,20.373614129535092,36.83997547766636,13.887667550866063
1986-07-31,240.2,8.14333,14.7567,109.5,7.3,598.8613753424656,20.302771872054794,36.791081005479455,13.619995534083811
1986-06-30,245.3,8.1,14.71,109.5,7.8,611.5765835616438,20.19474246575342,36.674649589041096,13.888688626457121
1986-05-31,238.5,8.07333,14.6467,108.9,7.71,597.8991322314049,20.239148852066116,36.7180260798898,13.560046199232339
1986-04-30,238.0,8.04667,14.5833,108.6,7.3,598.293867403315,20.228039134530388,36.66007964917127,13.55250417286948
1986-03-31,232.3,8.02,14.52,108.8,7.78,582.891515625,20.123934374999997,36.43385625,13.189022981532718
1986-02-28,219.4,7.98,14.55,109.3,8.7,548.0041921317475,19.931966514181152,36.342119396157365,12.388219099418125
1986-01-31,208.2,7.94,14.58,109.6,9.19,518.6060638686131,19.77777208029197,36.317369890510946,11.715007584487989
1985-12-31,207.3,7.9,14.61,109.3,9.26,517.7815361390668,19.732147301006403,36.49198380603843,11.690521474467598
1985-11-30,197.5,7.88,14.8167,109.0,9.78,494.6613990825688,19.736363669724767,37.110124312844036,11.16461112866747
1985-10-31,186.2,7.86,15.0233,108.7,10.24,467.6463532658693,19.740603311867524,37.731425666053354,10.552516982943752
1985-09-30,184.1,7.84,15.23,108.3,10.37,464.079891966759,19.76309806094183,38.39183462603878,10.471234661697554
1985-08-31,188.3,7.80667,15.3567,108.0,10.33,475.9857861111111,19.73374379638889,38.81875157499999,10.738799808877287
1985-07-31,192.5,7.77333,15.4833,107.8,10.31,487.5053571428572,19.685922170593688,39.21138543506493,10.997563956793389
1985-06-30,188.9,7.74,15.61,107.6,10.16,479.27757156133833,19.63794814126394,39.60573262081785,10.810049845861219
1985-05-31,184.9,7.71333,15.87,107.3,10.85,470.4403979496738,19.62499748359739,40.377983317800556,10.608120467860099
1985-04-30,180.6,7.68667,16.13,106.9,11.43,461.2192871842843,19.6303458373246,41.193062581852196,10.39711871981682
1985-03-31,179.4,7.66,16.39,106.4,11.86,460.307689849624,19.65416334586466,42.05375159774435,10.373217214924734
1985-02-28,180.9,7.61667,16.4733,106.0,11.51,465.90795,19.616733585,42.426984149999996,10.494935172607082
1985-01-31,171.6,7.57333,16.5567,105.5,11.38,444.0503772511848,19.59755270132701,42.843874598104264,9.997001177730452
1984-12-31,164.5,7.53,16.64,105.3,11.5,426.48616809116805,19.522436752136752,43.141214814814816,9.595054801133456
1984-11-30,166.3,7.48,16.6133,105.3,11.57,431.152886039886,19.3928056980057,43.071991831908825,9.691973221783089
1984-10-31,164.8,7.43,16.5867,105.3,12.16,427.2639544159544,19.263174643874642,43.003028111111114,9.595070703048506
1984-09-30,166.1,7.38,16.56,105.0,12.52,431.8647457142857,19.188210857142856,43.056473142857136,9.687341313628085
1984-08-31,164.4,7.35667,16.44,104.5,12.72,429.4898870813397,19.21907157904306,42.948988708133975,9.623063257373172
1984-07-31,151.1,7.33333,16.32,104.1,13.36,396.2608386167147,19.231710758789625,42.79931757925072,8.868302214043302
1984-06-30,153.1,7.31,16.2,103.7,13.56,403.0545737704918,19.2444737704918,42.64849180327868,9.010185512291008
1984-05-31,156.6,7.26667,15.8867,103.4,13.41,413.4648916827852,19.185906286363636,41.945036364603475,9.231831816896047
1984-04-30,157.6,7.22333,15.5733,103.1,12.63,417.3159340446169,19.126971483899126,41.23722230746848,9.305643404594823
1984-03-31,157.4,7.18,15.26,102.6,12.32,418.8174678362573,19.104888304093567,40.60453976608187,9.326747066508243
1984-02-29,157.3,7.15,14.85,102.4,11.84,419.3688662109375,19.06222119140625,39.590767089843744,9.324529645727983
1984-01-31,166.4,7.12,14.44,101.9,11.67,445.8066653581943,19.075381354268888,38.68658802747792,9.894931809202538
1983-12-31,164.4,7.09,14.03,101.3,11.83,443.05718854886476,19.107515004935834,37.810780750246785,9.815010903608671
1983-11-30,165.2,7.06,13.7867,101.2,11.69,445.653118577075,19.045466205533593,37.191802965415015,9.85358164936428
1983-10-31,167.7,7.03,13.5433,101.0,11.54,453.2930999999999,19.00209,36.6075399,10.003391799449624
1983-09-30,167.2,7.0,13.3,100.7,11.65,453.28799999999995,18.97736842105263,36.056999999999995,9.984202458028777
1983-08-31,162.4,6.98,13.0633,100.2,11.85,442.47192814371255,19.017574251497006,35.59201686526946,9.728056935665208
1983-07-31,167.0,6.96,12.8267,99.9,11.38,456.3713813813813,19.020028828828828,35.05232812912913,10.014475995571024
1983-06-30,166.4,6.94,12.59,99.5,10.85,456.5597909547739,19.041616281407038,34.543796683417085,10.000117903130022
1983-05-31,164.1,6.93,12.5333,99.2,10.38,451.6108094758064,19.07168135080645,34.49222278125,9.874456504668396
1983-04-30,157.7,6.92,12.4767,98.6,10.4,436.6386724137931,19.16004827586207,34.5454009137931,9.53158128416041
1983-03-31,151.9,6.91,12.42,97.9,10.51,423.5868815117467,19.269159652706843,34.634292747701735,9.232829705190525
1983-02-28,146.8,6.89667,12.4933,97.9,10.72,409.3650704800817,19.231987742696628,34.838696423901936,8.910493436624115
1983-01-31,144.3,6.88333,12.5667,97.8,10.46,402.80503987730066,19.214414519325153,35.07921063496933,8.75678322413474
1982-12-31,139.4,6.87,12.64,97.6,10.54,389.9243668032787,19.216502151639347,35.3561262295082,8.46773840140047
1982-11-30,138.1,6.86333,12.9467,98.0,10.55,384.71137040816325,19.119486530510205,36.06620347040816,8.347476938155424
1982-10-31,132.7,6.85667,13.2533,98.2,10.91,368.91545926680243,19.062031364663948,36.84511873625254,7.999840994534583
1982-09-30,122.4,6.85,13.56,97.9,12.34,341.3234647599591,19.1018442288049,37.8132858018386,7.3988382003233015
1982-08-31,109.7,6.83667,13.7633,97.7,13.06,306.5345864892528,19.103699283623335,38.4587736939611,6.643422752166086
1982-07-31,109.4,6.82333,13.9667,97.5,13.95,306.32336615384617,19.105533948615385,39.10718974461538,6.638653100208756
1982-06-30,109.7,6.81,14.17,97.0,14.3,308.7466917525773,19.16649927835051,39.880953711340204,6.692133988197584
1982-05-31,116.4,6.78,14.3833,95.8,13.62,331.70719415448855,19.321089144050102,40.98835125156576,7.192612484464621
1982-04-30,116.3,6.75,14.5967,94.9,13.87,334.565320337197,19.418021601685982,41.99096828345626,7.259072625426145
1982-03-31,110.8,6.72,14.81,94.5,13.86,320.0924063492063,19.413546666666665,42.784914603174606,6.950673793536032
1982-02-28,114.5,6.69,14.9933,94.6,14.43,330.4317494714588,19.306448942917548,43.26866680655391,7.181823450546731
1982-01-31,117.3,6.66,15.1767,94.3,14.59,339.58909756097563,19.281017815482503,43.937270732767765,7.388659973375995
1981-12-31,123.8,6.63,15.36,94.0,13.72,359.5507595744681,19.255424361702126,44.60985191489362,7.8325621371418945
1981-11-30,122.9,6.59333,15.33,93.7,13.39,358.0797086446105,19.210233404375664,44.66527203842049,7.8107525657161085
1981-10-31,119.8,6.55667,15.3,93.4,15.15,350.16873019271947,19.164781370556746,44.72104817987152,7.64914171331921
1981-09-30,118.3,6.52,15.27,93.2,15.32,346.5263401287553,19.098493133047207,44.72913959227467,7.581163051923154
1981-08-31,129.6,6.47667,15.1833,92.3,14.94,383.32815601300103,19.156558396641387,44.90884561105092,8.399806316566437
1981-07-31,129.1,6.43333,15.0967,91.6,14.28,384.76732860262007,19.17378155010917,44.99393438973799,8.445319467875509
1981-06-30,132.3,6.39,15.01,90.6,13.47,398.6566986754967,19.254847350993376,45.22930496688742,8.765340744304925
1981-05-31,131.7,6.35333,14.8667,89.8,14.1,400.38413251670374,19.31490144755011,45.19658908797327,8.818483466548063
1981-04-30,134.4,6.31667,14.7233,89.1,13.68,411.80250505050503,19.354319416498317,45.112290346801345,9.085561230788738
1981-03-31,133.2,6.28,14.58,88.5,13.12,410.89265084745756,19.37241627118644,44.976087457627116,9.08109688385462
1981-02-28,128.4,6.24,14.66,87.9,13.19,398.7893651877133,19.380417747440273,45.531558361774735,8.829899353831305
1981-01-31,133.0,6.2,14.74,87.0,12.57,417.3494137931034,19.455386206896552,46.253611724137926,9.259404530877948
1980-12-31,133.5,6.16,14.82,86.3,12.84,422.3163441483198,19.486656778679027,46.88185932792584,9.389902084921738
1980-11-30,135.7,6.13,14.76,85.5,12.68,433.29248070175436,19.57319754385965,47.12893894736842,9.654043663233386
1980-10-31,130.2,6.1,14.7,84.8,11.75,419.162625,19.6381875,47.32481249999999,9.357841046757109
1980-09-30,126.5,6.07,14.64,84.0,11.51,411.1295178571428,19.727716785714286,47.58052285714285,9.196040131743237
1980-08-31,123.5,6.02667,14.74,83.3,11.1,404.7523469387755,19.751488475510204,48.308093877551016,9.071005981618377
1980-07-31,119.8,5.98333,14.84,82.7,10.25,395.4747206771463,19.7517175331318,48.98868827085852,8.88086552729584
1980-06-30,114.6,5.94,14.94,82.7,9.78,378.3088730350665,19.608679806529622,49.318800725513896,8.512077962306739
1980-05-31,107.7,5.89333,15.0567,81.8,10.18,359.4428251833741,19.6686646698044,50.250907947432765,8.104225807176494
1980-04-30,103.0,5.84667,15.1733,81.0,11.47,347.15196296296295,19.705659876666665,51.140202714814805,7.844024504719217
1980-03-31,104.7,5.8,15.29,80.1,12.75,356.84661797752807,19.768007490636702,52.11255767790262,8.081150900785497
1980-02-29,115.3,5.75,15.1467,78.9,12.41,398.9511520912547,19.89565589353612,52.40930976045627,9.054476092192518
1980-01-31,110.9,5.7,15.0033,77.8,10.8,389.1520912596401,20.001505141388176,52.64711966452442,8.850934180729109
1979-12-31,107.8,5.65,14.86,76.7,10.39,383.6991316818774,20.110390482398955,52.892106649282915,8.745204404669293
1979-11-30,103.7,5.60333,14.7833,75.9,10.65,372.9961936758893,20.154491435968374,53.17371870750988,8.518784302983558
1979-10-31,104.5,5.55667,14.7067,75.2,10.3,379.3725199468085,20.172707180984045,53.39060133111702,8.681843306899314
1979-09-30,108.6,5.51,14.63,74.6,9.33,397.4279597855228,20.164162600536194,53.53932828418231,9.11275899074096
1979-08-31,107.4,5.45333,14.4133,73.8,9.03,397.2970487804878,20.173109078455283,53.31807777642276,9.127165797215035
1979-07-31,102.7,5.39667,14.1967,73.1,8.95,383.54867441860466,20.15467989069768,53.0197221627907,8.827498045542367
1979-06-30,101.7,5.34,13.98,72.3,8.91,384.01666804979254,20.16370705394191,52.78813195020747,8.853937764693956
1979-05-31,99.73,5.29333,13.7533,71.5,9.25,380.7914572027972,20.211118461398602,52.51317706153846,8.79438328981496
1979-04-30,102.1,5.24667,13.5267,70.6,9.18,394.81028753541074,20.288337818838528,52.30636940651558,9.133063566217421
1979-03-31,100.1,5.2,13.3,69.8,9.12,391.5128982808023,20.338332378223498,52.019196275071636,9.070785029660769
1979-02-28,98.23,5.15667,12.9767,69.1,9.1,388.0909506512301,20.373174819247467,51.268857164978286,9.00374037104564
1979-01-31,99.71,5.11333,12.6533,68.3,9.1,398.55240307467056,20.438571449341143,50.57670365885798,9.257636919139978
1978-12-31,96.11,5.07,12.33,67.7,9.01,387.56747902511074,20.44498094534712,49.7212258493353,9.011941819133835
1978-11-30,94.71,5.05333,12.0767,67.4,8.81,383.6218713649851,20.46846068234421,48.91654792433234,8.928418902293156
1978-10-31,100.6,5.03667,11.8233,67.1,8.64,409.3010700447094,20.49219105827124,48.10426780774963,9.533608358208836
1978-09-30,103.9,5.02,11.57,66.5,8.42,426.5415293233083,20.60864751879699,47.498416691729325,9.941887473004412
1978-08-31,103.9,4.98333,11.4567,66.0,8.41,429.77290454545454,20.613091514999997,47.389598031818174,10.023970854003755
1978-07-31,97.19,4.94667,11.3433,65.7,8.64,403.8532963470319,20.554882039726024,47.134778232876705,9.425524047787363
1978-06-30,97.66,4.91,11.23,65.2,8.46,408.9182972392638,20.55896825153374,47.02183573619632,9.549678981041742
1978-05-31,97.41,4.87333,11.1267,64.5,8.35,412.2980190697674,20.626879224651162,47.09492217209302,9.634910728598452
1978-04-30,92.71,4.83667,11.0233,63.9,8.15,396.0893291079812,20.663934585446007,47.09536729107982,9.262588720866848
1978-03-31,88.82,4.8,10.92,63.4,8.04,382.46256246056777,20.668996845425866,47.02196782334385,8.950420077633897
1978-02-28,88.98,4.75667,10.91,62.9,8.03,386.1972486486486,20.645233386486485,47.35234864864864,9.045263570704742
1978-01-31,90.25,4.71333,10.9,62.5,7.96,394.216332,20.58805167984,47.6117232,9.241462260934693
1977-12-31,93.82,4.67,10.89,62.1,7.69,412.449942995169,20.530177294685988,47.87443913043478,9.678266582535922
1977-11-30,94.28,4.61333,10.83,61.9,7.58,415.8113544426494,20.346573990145398,47.764499030694665,9.766299983660202
1977-10-31,93.74,4.55667,10.77,61.6,7.52,415.4432016233766,20.194554870292208,47.73120633116882,9.76666629955655
1977-09-30,96.23,4.5,10.71,61.4,7.34,427.86773110749186,20.00836319218241,47.61990439739414,10.067742820070706
1977-08-31,97.75,4.45333,10.6133,61.2,7.4,436.0464583333333,19.865562908333334,47.34416241666666,10.268385666711
1977-07-31,100.2,4.40667,10.5167,61.0,7.33,448.440993442623,19.72187098377049,47.06705983770492,10.567692447775409
1977-06-30,99.29,4.36,10.42,60.7,7.28,446.5645448105436,19.609441186161447,46.86476540362438,10.530023959090755
1977-05-31,98.76,4.30333,10.3067,60.3,7.46,447.1273014925373,19.482951906965177,46.662686900497505,10.548486693556992
1977-04-30,99.05,4.24667,10.1933,60.0,7.37,450.68245249999995,19.3225608335,46.380024665,10.636037409141354
1977-03-31,100.6,4.19,10.08,59.5,7.46,461.5815428571428,19.224917142857144,46.249919999999996,10.895746511662738
1977-02-28,101.0,4.14333,10.0233,59.1,7.39,466.5533502538071,19.139450422842636,46.30103163959391,11.014841854222777
1977-01-31,103.8,4.09667,9.96667,58.5,7.21,484.405323076923,19.118003418974357,46.51163777794872,11.437961346787551
1976-12-31,104.7,4.05,9.91,58.2,6.87,491.12395360824735,18.997631443298967,46.485562371134016,11.597589726582937
1976-11-30,101.2,3.98333,9.79,58.0,7.29,476.34316551724135,18.749328275689656,46.08102362068965,11.248855860507962
1976-10-31,101.9,3.91667,9.67,57.9,7.41,480.4664196891192,18.467403454404145,45.59480155440415,11.345696136316699
1976-09-30,105.5,3.85,9.55,57.6,7.59,500.0315364583333,18.247596354166664,45.263518229166664,11.80599094953979
1976-08-31,103.3,3.82,9.45,57.4,7.77,491.3102770034843,18.168492334494772,44.94561585365853,11.597986002509248
1976-07-31,104.2,3.79,9.35,57.1,7.83,498.19461646234674,18.120514360770578,44.70364360770577,11.757490488689909
1976-06-30,101.8,3.76,9.25,56.8,7.86,489.290588028169,18.07202957746479,44.4591153169014,11.5438416314171
1976-05-31,101.2,3.73667,9.05333,56.5,7.9,488.98944424778756,18.05525876123894,43.74488938035398,11.532053585609422
1976-04-30,101.9,3.71333,8.85667,56.1,7.56,495.88245454545455,18.070414081818182,43.09977682727272,11.689164132206367
1976-03-31,101.1,3.69,8.66,55.9,7.73,493.74961180679776,18.021128264758495,42.293488014311265,11.631754403566505
1976-02-29,100.6,3.68667,8.42667,55.8,7.79,492.18820430107525,18.037132079032258,41.2277094983871,11.586092994449686
1976-01-31,96.86,3.68333,8.19333,55.6,7.74,475.5947946043165,18.085614028597124,40.23028183435252,11.185051362622145
1975-12-31,88.7,3.68,7.96,55.5,8.0,436.3129027027027,18.10182054054054,39.155024864864856,10.250368416256833
1975-11-30,90.07,3.69,7.89333,55.3,8.05,444.6542533453887,18.216655877034356,38.96750036148282,10.435859457947892
1975-10-31,88.57,3.7,7.82667,54.9,8.14,440.43489453551905,18.399109289617485,38.91993424426229,10.32759977750111
1975-09-30,84.67,3.71,7.76,54.6,8.43,423.3546521978022,18.550203846153845,38.80042637362637,9.918905356559417
1975-08-31,85.71,3.71,7.82667,54.3,8.4,430.922414917127,18.652691160220993,39.34998876629834,10.089769593328013
1975-07-31,92.49,3.71,7.89333,54.2,8.06,465.86803450184493,18.68710571955719,39.75835368985239,10.902767048238575
1975-06-30,92.4,3.71,7.96,53.6,7.86,470.6245746268657,18.89628973880597,40.54298283582089,11.011354609247661
1975-05-31,90.1,3.69667,8.12333,53.2,8.06,462.3603439849623,18.969962406203006,41.6859672930451,10.818139119335804
1975-04-30,84.72,3.68333,8.28667,52.9,8.23,437.217658979206,19.008698298487715,42.7653264652174,10.233076136605911
1975-03-31,83.78,3.67,8.45,52.7,7.73,434.0074258064515,19.01178387096774,43.77372580645161,10.16379676744403
1975-02-28,80.1,3.64667,8.59667,52.5,7.39,416.5245771428571,18.962892381142858,44.70317523828571,9.762246716166462
1975-01-31,72.56,3.62333,8.74333,52.1,7.5,380.213007293666,18.98617965431862,45.81488138176584,8.920995508404243
1974-12-31,67.07,3.6,8.89,51.9,7.43,352.7998306358381,18.936624277456648,46.76294161849711,8.289060055923077
1974-11-30,71.74,3.59667,8.96333,51.5,7.68,380.2958295145631,19.06605242737864,47.51487339786407,8.948984512755601
1974-10-31,69.44,3.59333,9.03667,51.1,7.9,370.9848986301369,19.197453424461838,48.27863052857143,8.744983833809579
1974-09-30,68.12,3.59,9.11,50.6,8.04,367.52893992094863,19.36918517786561,49.15133063241106,8.680421305646332
1974-08-31,76.03,3.56,8.98667,50.0,8.04,415.1283618,19.4378136,49.0677574002,9.824195723141191
1974-07-31,79.31,3.53,8.86333,49.4,7.81,438.29692165991906,19.50810910931174,48.98209878522267,10.394141805327047
1974-06-30,89.79,3.5,8.74,49.0,7.54,500.2640687755102,19.500214285714286,48.694820816326526,11.888498820078992
1974-05-31,89.67,3.48,8.61333,48.6,7.58,503.707387037037,19.548362962962962,48.3840520574074,11.995436947329653
1974-04-30,92.46,3.46,8.48667,48.0,7.51,525.8720287499999,19.67896625,48.268466041875,12.550411048540898
1974-03-31,97.44,3.44,8.36,47.8,7.21,556.5149020920502,19.647077824267782,47.74696820083682,13.310364239140153
1974-02-28,93.45,3.42,8.29333,47.2,6.96,540.5112362288135,19.781149576271186,47.96830444894067,12.957321280205376
1974-01-31,96.11,3.4,8.22667,46.6,6.99,563.0540414163089,19.918673819742487,48.19539892725322,13.530721892513938
1973-12-31,94.78,3.38,8.16,46.2,6.74,560.0697909090909,19.97294675324675,48.218711688311686,13.493329686205879
1973-11-30,102.0,3.34333,8.00333,45.9,6.73,606.6733333333333,19.885383877777777,47.60202832222222,14.651845159710563
1973-10-31,109.8,3.30667,7.84667,45.6,6.79,657.3624868421051,19.796728728289473,46.97729057039473,15.913516308933373
1973-09-30,105.6,3.27,7.69,45.2,7.09,637.8123185840707,19.75043827433628,46.44674933628318,15.475308601805553
1973-08-31,103.8,3.25333,7.53667,45.1,7.4,628.3306297117516,19.69332261618625,45.621585809534366,15.278501094706115
1973-07-31,105.8,3.23667,7.38333,44.3,7.13,652.0026501128668,19.946289390744923,45.500479458013544,15.889518573988775
1973-06-30,104.8,3.22,7.23,44.2,6.9,647.3012307692306,19.888453846153844,44.656373076923074,15.808323047681975
1973-05-31,107.2,3.20333,7.08667,43.9,6.85,666.64969476082,19.92069931640091,44.07020888405467,16.314338759668566
1973-04-30,110.3,3.18667,6.94333,43.6,6.67,690.647497706422,19.953451147018345,43.47591559610091,16.935740066050823
1973-03-31,112.4,3.17,6.8,43.3,6.71,708.6729145496536,19.98659376443418,42.87345034642032,17.412142058290325
1973-02-28,114.2,3.16333,6.67333,42.9,6.64,726.7352587412587,20.13050303006993,42.467112120979024,17.88988959919375
1973-01-31,118.4,3.15667,6.54667,42.6,6.46,758.7689014084507,20.229586385211267,41.954473004929575,18.71253046730243
1972-12-31,117.5,3.15,6.42,42.5,6.36,754.7729999999999,20.23434,41.239512,18.645719442073677
1972-11-30,115.1,3.12667,6.32667,42.4,6.28,741.1001249999999,20.131846462499997,40.7358464625,18.338894714968053
1972-10-31,109.6,3.10333,6.23333,42.3,6.48,707.3552907801419,20.028803782269502,40.22973498794326,17.53318385415856
1972-09-30,109.4,3.08,6.14,42.1,6.55,709.4187220902613,19.972666033254157,39.81563942992874,17.613854552912116
1972-08-31,111.0,3.07667,6.08333,42.0,6.21,721.5079285714286,19.998574762142855,39.54207952357143,17.9434046880298
1972-07-31,107.2,3.07333,6.02667,41.9,6.11,698.4706825775656,20.024542004534606,39.267278997852024,17.398690031138173
1972-06-30,108.0,3.07,5.97,41.7,6.11,707.0581294964028,20.098782014388487,39.08460215827337,17.640857315740256
1972-05-31,107.7,3.07,5.91667,41.6,6.13,706.7890168269231,20.14709639423077,38.828573557932685,17.662646200372556
1972-04-30,108.8,3.07,5.86333,41.5,6.19,715.7283469879517,20.19564361445783,38.57124530096386,17.915161678498293
1972-03-31,107.7,3.07,5.81,41.4,6.07,710.2034565217391,20.24442536231884,38.31273985507246,17.80564384961494
1972-02-29,105.2,3.07,5.77333,41.3,6.08,695.3974721549637,20.29344334140436,38.16310920072639,17.464147605486172
1972-01-31,103.3,3.07,5.73667,41.1,5.95,686.1608248175182,20.392194890510947,38.105307056204374,17.262996797035182
1971-12-31,99.17,3.07,5.7,41.1,5.93,658.7276766423357,20.392194890510947,37.861729927007296,16.603557212925338
1971-11-30,92.78,3.07667,5.61,40.9,5.81,619.2962919315404,20.536433741075793,37.446132762836186,15.638712654326648
1971-10-31,97.29,3.08333,5.52,40.9,5.93,649.4000457212713,20.58088850831296,36.84539266503667,16.42886270915947
1971-09-30,99.4,3.09,5.43,40.8,6.14,665.1102500000001,20.6759625,36.3334875,16.856792547836
1971-08-31,97.24,3.09333,5.39333,40.8,6.58,650.65715,20.6982443625,36.0881193625,16.519449443051563
1971-07-31,99.0,3.09667,5.35667,40.7,6.73,664.0613513513513,20.771503685749384,35.930884029729725,16.88941470869336
1971-06-30,99.72,3.1,5.32,40.6,6.52,670.538402955665,20.845056650246306,35.77280689655173,17.0831668800707
1971-05-31,101.6,3.10333,5.28667,40.3,6.39,688.2656277915632,21.02278908163772,35.81331935508685,17.56415327969938
1971-04-30,103.0,3.10667,5.25333,40.1,5.83,701.2296508728178,21.150379800748127,35.76495885261845,17.924110447959606
1971-03-31,99.6,3.11,5.22,40.0,5.7,679.7774699999999,21.22598325,35.6268915,17.40290260718888
1971-02-28,97.11,3.12,5.19,39.9,6.11,664.4441436090226,21.3476030075188,35.51091654135339,17.03453478150213
1971-01-31,93.49,3.13,5.16,39.8,6.24,641.2826751256281,21.469833919597992,35.39435879396985,16.46179394349194
1970-12-31,90.05,3.14,5.13,39.8,6.39,617.6864359296483,21.538427638190957,35.18857763819095,15.873840687205744
1970-11-30,84.28,3.15667,5.20667,39.6,6.84,581.0275969696969,21.762130808333332,35.89486186893939,14.95076190879173
1970-10-31,84.37,3.17333,5.28333,39.4,7.33,584.6005865482234,21.98803578654822,36.608247207868025,15.064185404089635
1970-09-30,82.58,3.19,5.36,39.2,7.39,575.1170341836734,22.216315561224487,37.32898163265306,14.842661145242221
1970-08-31,77.92,3.18667,5.41333,39.0,7.53,545.4459938461538,22.306935128461536,37.89372641,14.100456516815445
1970-07-31,75.72,3.18333,5.46667,39.0,7.46,530.0458246153846,22.28355487153846,38.26711051307692,13.726499744359767
1970-06-30,75.59,3.18,5.52,38.8,7.84,531.863318814433,22.374988144329897,38.83960206185567,13.79969179772518
1970-05-31,76.06,3.17667,5.55667,38.6,7.91,537.9432170984455,22.467368912176163,39.30019637331606,13.983836060789189
1970-04-30,85.95,3.17333,5.59333,38.5,7.39,609.4703337662338,22.502041817922077,39.66223038935065,15.873067819354059
1970-03-31,88.65,3.17,5.63,38.2,7.07,633.5527735602094,22.654960994764394,40.23578246073298,16.531690813943616
1970-02-28,87.16,3.16667,5.68,38.0,7.24,626.1826705263157,22.750273947631577,40.80676421052631,16.372586787159854
1970-01-31,90.31,3.16333,5.73,37.8,7.79,652.2460563492064,22.84652328015873,41.383788095238096,17.090541395140207
1969-12-31,91.11,3.16,5.78,37.7,7.65,659.7693190981431,22.883010079575595,41.8556323607427,17.326929913742685
1969-11-30,96.21,3.15667,5.81667,37.5,7.14,700.4164967999999,22.9808101336,42.3458229336,18.437760084691043
